2026-08-06 14:42:50,566 | INFO | hyde.loogle.runner | Prepared frozen qasper_64k population documents=23 chunks=3129 labeled_queries=1372
2026-08-06 14:42:50,646 | INFO | hyde.loogle.runner | HyDE generation progress queries=870/1372 cache_hits=870
2026-08-06 14:42:50,646 | INFO | hyde.loogle.runner | HyDE generation progress queries=880/1372 cache_hits=880
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=890/1372 cache_hits=890
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=900/1372 cache_hits=900
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=910/1372 cache_hits=910
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=920/1372 cache_hits=920
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=930/1372 cache_hits=930
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=940/1372 cache_hits=940
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=950/1372 cache_hits=950
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=960/1372 cache_hits=960
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=970/1372 cache_hits=970
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=980/1372 cache_hits=980
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=990/1372 cache_hits=990
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=1000/1372 cache_hits=1000
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=1010/1372 cache_hits=1010
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=1020/1372 cache_hits=1020
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=1030/1372 cache_hits=1030
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=1040/1372 cache_hits=1040
2026-08-06 14:42:50,647 | INFO | hyde.loogle.runner | HyDE generation progress queries=1050/1372 cache_hits=1050
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1060/1372 cache_hits=1060
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1070/1372 cache_hits=1070
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1080/1372 cache_hits=1080
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1090/1372 cache_hits=1090
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1100/1372 cache_hits=1100
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1110/1372 cache_hits=1110
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1120/1372 cache_hits=1120
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1130/1372 cache_hits=1130
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1140/1372 cache_hits=1140
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1150/1372 cache_hits=1150
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1160/1372 cache_hits=1160
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1170/1372 cache_hits=1170
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1180/1372 cache_hits=1180
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1190/1372 cache_hits=1190
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1200/1372 cache_hits=1200
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1210/1372 cache_hits=1210
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1220/1372 cache_hits=1220
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1230/1372 cache_hits=1230
2026-08-06 14:42:50,648 | INFO | hyde.loogle.runner | HyDE generation progress queries=1240/1372 cache_hits=1240
2026-08-06 14:42:50,649 | INFO | hyde.loogle.runner | HyDE generation progress queries=1250/1372 cache_hits=1250
2026-08-06 14:42:50,649 | INFO | hyde.loogle.runner | HyDE generation progress queries=1260/1372 cache_hits=1260
2026-08-06 14:42:50,649 | INFO | hyde.loogle.runner | HyDE generation progress queries=1270/1372 cache_hits=1270
2026-08-06 14:42:50,649 | INFO | hyde.loogle.runner | HyDE generation progress queries=1280/1372 cache_hits=1280
2026-08-06 14:42:50,649 | INFO | hyde.loogle.runner | HyDE generation progress queries=1290/1372 cache_hits=1290
2026-08-06 14:42:50,649 | INFO | hyde.loogle.runner | HyDE generation progress queries=1300/1372 cache_hits=1300
2026-08-06 14:42:50,649 | INFO | hyde.loogle.runner | HyDE generation progress queries=1310/1372 cache_hits=1310
2026-08-06 14:42:50,649 | INFO | hyde.loogle.runner | HyDE generation progress queries=1320/1372 cache_hits=1320
2026-08-06 14:42:50,649 | INFO | hyde.loogle.runner | HyDE generation progress queries=1330/1372 cache_hits=1330
2026-08-06 14:42:50,649 | INFO | hyde.loogle.runner | HyDE generation progress queries=1340/1372 cache_hits=1340
2026-08-06 14:42:50,649 | INFO | hyde.loogle.runner | HyDE generation progress queries=1350/1372 cache_hits=1350
2026-08-06 14:42:50,649 | INFO | hyde.loogle.runner | HyDE generation progress queries=1360/1372 cache_hits=1360
2026-08-06 14:42:50,649 | INFO | hyde.loogle.runner | HyDE generation progress queries=1370/1372 cache_hits=1370
2026-08-06 14:42:50,649 | INFO | hyde.loogle.runner | HyDE generation progress queries=1372/1372 cache_hits=1372
2026-08-06 14:42:53,456 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=1/1372
2026-08-06 14:42:54,025 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=10/1372
2026-08-06 14:42:54,470 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=20/1372
2026-08-06 14:42:55,009 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=30/1372
2026-08-06 14:42:55,506 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=40/1372
2026-08-06 14:42:56,035 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=50/1372
2026-08-06 14:42:56,397 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=60/1372
2026-08-06 14:42:56,851 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=70/1372
2026-08-06 14:42:57,291 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=80/1372
2026-08-06 14:42:57,733 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=90/1372
2026-08-06 14:42:58,260 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=100/1372
2026-08-06 14:42:58,687 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=110/1372
2026-08-06 14:42:59,048 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=120/1372
2026-08-06 14:42:59,448 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=130/1372
2026-08-06 14:42:59,784 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=140/1372
2026-08-06 14:43:00,229 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=150/1372
2026-08-06 14:43:00,652 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=160/1372
2026-08-06 14:43:01,086 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=170/1372
2026-08-06 14:43:01,615 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=180/1372
2026-08-06 14:43:02,064 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=190/1372
2026-08-06 14:43:02,462 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=200/1372
2026-08-06 14:43:02,924 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=210/1372
2026-08-06 14:43:03,268 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=220/1372
2026-08-06 14:43:03,812 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=230/1372
2026-08-06 14:43:04,284 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=240/1372
2026-08-06 14:43:04,739 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=250/1372
2026-08-06 14:43:05,174 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=260/1372
2026-08-06 14:43:05,607 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=270/1372
2026-08-06 14:43:05,988 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=280/1372
2026-08-06 14:43:06,416 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=290/1372
2026-08-06 14:43:06,829 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=300/1372
2026-08-06 14:43:07,346 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=310/1372
2026-08-06 14:43:07,880 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=320/1372
2026-08-06 14:43:08,334 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=330/1372
2026-08-06 14:43:08,771 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=340/1372
2026-08-06 14:43:09,157 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=350/1372
2026-08-06 14:43:09,611 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=360/1372
2026-08-06 14:43:10,005 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=370/1372
2026-08-06 14:43:10,430 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=380/1372
2026-08-06 14:43:10,944 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=390/1372
2026-08-06 14:43:11,391 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=400/1372
2026-08-06 14:43:11,902 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=410/1372
2026-08-06 14:43:12,548 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=420/1372
2026-08-06 14:43:12,922 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=430/1372
2026-08-06 14:43:13,325 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=440/1372
2026-08-06 14:43:13,901 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=450/1372
2026-08-06 14:43:14,264 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=460/1372
2026-08-06 14:43:14,716 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=470/1372
2026-08-06 14:43:15,201 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=480/1372
2026-08-06 14:43:15,588 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=490/1372
2026-08-06 14:43:16,062 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=500/1372
2026-08-06 14:43:16,505 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=510/1372
2026-08-06 14:43:16,898 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=520/1372
2026-08-06 14:43:17,364 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=530/1372
2026-08-06 14:43:17,779 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=540/1372
2026-08-06 14:43:18,065 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=550/1372
2026-08-06 14:43:18,478 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=560/1372
2026-08-06 14:43:18,919 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=570/1372
2026-08-06 14:43:19,332 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=580/1372
2026-08-06 14:43:19,700 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=590/1372
2026-08-06 14:43:20,150 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=600/1372
2026-08-06 14:43:20,611 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=610/1372
2026-08-06 14:43:20,963 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=620/1372
2026-08-06 14:43:21,367 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=630/1372
2026-08-06 14:43:21,858 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=640/1372
2026-08-06 14:43:22,400 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=650/1372
2026-08-06 14:43:22,801 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=660/1372
2026-08-06 14:43:23,244 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=670/1372
2026-08-06 14:43:23,742 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=680/1372
2026-08-06 14:43:24,110 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=690/1372
2026-08-06 14:43:24,525 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=700/1372
2026-08-06 14:43:25,101 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=710/1372
2026-08-06 14:43:25,451 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=720/1372
2026-08-06 14:43:25,893 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=730/1372
2026-08-06 14:43:26,331 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=740/1372
2026-08-06 14:43:26,810 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=750/1372
2026-08-06 14:43:27,279 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=760/1372
2026-08-06 14:43:27,721 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=770/1372
2026-08-06 14:43:28,158 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=780/1372
2026-08-06 14:43:28,670 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=790/1372
2026-08-06 14:43:29,087 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=800/1372
2026-08-06 14:43:29,654 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=810/1372
2026-08-06 14:43:30,066 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=820/1372
2026-08-06 14:43:30,478 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=830/1372
2026-08-06 14:43:30,901 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=840/1372
2026-08-06 14:43:31,403 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=850/1372
2026-08-06 14:43:31,862 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=860/1372
2026-08-06 14:43:32,305 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=870/1372
2026-08-06 14:43:32,604 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=880/1372
2026-08-06 14:43:33,014 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=890/1372
2026-08-06 14:43:33,365 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=900/1372
2026-08-06 14:43:33,962 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=910/1372
2026-08-06 14:43:34,369 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=920/1372
2026-08-06 14:43:34,852 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=930/1372
2026-08-06 14:43:35,314 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=940/1372
2026-08-06 14:43:35,842 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=950/1372
2026-08-06 14:43:36,338 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=960/1372
2026-08-06 14:43:36,769 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=970/1372
2026-08-06 14:43:37,210 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=980/1372
2026-08-06 14:43:37,642 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=990/1372
2026-08-06 14:43:38,176 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=1000/1372
2026-08-06 14:43:38,756 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=1010/1372
2026-08-06 14:43:39,267 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=1020/1372
2026-08-06 14:43:39,653 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=1030/1372
2026-08-06 14:43:40,077 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=1040/1372
2026-08-06 14:43:40,460 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=1050/1372
2026-08-06 14:43:40,899 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=1060/1372
