2026-08-26 15:34:50,750 | INFO | hyde.loogle.runner | Prepared frozen musique_32k population documents=45 chunks=17102 labeled_queries=900
2026-08-26 15:35:42,784 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=30/900
2026-08-26 15:35:43,114 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=40/900
2026-08-26 15:35:43,372 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=50/900
2026-08-26 15:35:43,615 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=60/900
2026-08-26 15:35:43,871 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=70/900
2026-08-26 15:35:44,158 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=80/900
2026-08-26 15:35:44,451 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=90/900
2026-08-26 15:35:44,695 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=100/900
2026-08-26 15:35:44,892 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=110/900
2026-08-26 15:35:45,114 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=120/900
2026-08-26 15:35:45,350 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=130/900
2026-08-26 15:35:45,637 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=140/900
2026-08-26 15:35:45,913 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=150/900
2026-08-26 15:35:46,212 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=160/900
2026-08-26 15:35:46,421 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=170/900
2026-08-26 15:35:46,660 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=180/900
2026-08-26 15:35:46,939 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=190/900
2026-08-26 15:35:47,297 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=200/900
2026-08-26 15:35:47,541 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=210/900
2026-08-26 15:35:47,785 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=220/900
2026-08-26 15:35:47,976 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=230/900
2026-08-26 15:35:48,248 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=240/900
2026-08-26 15:35:48,491 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=250/900
2026-08-26 15:35:48,700 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=260/900
2026-08-26 15:35:48,953 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=270/900
2026-08-26 15:35:49,189 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=280/900
2026-08-26 15:35:49,458 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=290/900
2026-08-26 15:35:49,801 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=300/900
2026-08-26 15:35:50,006 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=310/900
2026-08-26 15:35:50,228 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=320/900
2026-08-26 15:35:50,511 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=330/900
2026-08-26 15:35:50,818 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=340/900
2026-08-26 15:35:51,134 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=350/900
2026-08-26 15:35:51,320 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=360/900
2026-08-26 15:35:51,624 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=370/900
2026-08-26 15:35:51,871 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=380/900
2026-08-26 15:35:52,044 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=390/900
2026-08-26 15:35:52,299 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=400/900
2026-08-26 15:35:52,535 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=410/900
2026-08-26 15:35:52,736 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=420/900
2026-08-26 15:35:53,056 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=430/900
2026-08-26 15:35:53,293 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=440/900
2026-08-26 15:35:53,556 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=450/900
2026-08-26 15:35:53,804 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=460/900
2026-08-26 15:35:54,096 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=470/900
2026-08-26 15:35:54,390 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=480/900
2026-08-26 15:35:54,685 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=490/900
2026-08-26 15:35:54,915 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=500/900
2026-08-26 15:35:55,220 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=510/900
2026-08-26 15:35:55,491 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=520/900
2026-08-26 15:35:55,701 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=530/900
2026-08-26 15:35:55,900 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=540/900
2026-08-26 15:35:56,265 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=550/900
2026-08-26 15:35:56,570 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=560/900
2026-08-26 15:35:56,819 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=570/900
2026-08-26 15:35:57,106 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=580/900
2026-08-26 15:35:57,347 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=590/900
2026-08-26 15:35:57,652 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=600/900
2026-08-26 15:35:57,842 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=610/900
2026-08-26 15:35:58,129 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=620/900
2026-08-26 15:35:58,379 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=630/900
2026-08-26 15:35:58,624 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=640/900
2026-08-26 15:35:58,858 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=650/900
2026-08-26 15:35:59,099 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=660/900
2026-08-26 15:35:59,281 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=670/900
2026-08-26 15:35:59,566 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=680/900
2026-08-26 15:35:59,786 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=690/900
2026-08-26 15:36:00,057 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=700/900
2026-08-26 15:36:00,306 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=710/900
2026-08-26 15:36:00,636 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=720/900
2026-08-26 15:36:00,866 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=730/900
2026-08-26 15:36:01,142 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=740/900
2026-08-26 15:36:01,364 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=750/900
2026-08-26 15:36:01,641 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=760/900
2026-08-26 15:36:01,936 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=770/900
2026-08-26 15:36:02,227 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=780/900
2026-08-26 15:36:02,465 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=790/900
2026-08-26 15:36:02,714 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=800/900
2026-08-26 15:36:02,975 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=810/900
2026-08-26 15:36:03,298 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=820/900
2026-08-26 15:36:03,533 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=830/900
2026-08-26 15:36:03,806 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=840/900
2026-08-26 15:36:04,093 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=850/900
2026-08-26 15:36:04,350 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=860/900
2026-08-26 15:36:04,600 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=870/900
2026-08-26 15:36:04,914 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=880/900
2026-08-26 15:36:05,167 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=890/900
2026-08-26 15:36:05,453 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=contriever queries=900/900
2026-08-26 15:36:06,122 | INFO | hyde.loogle.runner | Wrote HyDE evaluation artifacts: /home/iataghav/SAADI_hyde/hyde_evaluations/musique_32k/hyde/contriever/top_5/musique_32k_retrieval_ablation_hyde
2026-08-26 15:36:06,925 | INFO | hyde.loogle.runner | Wrote HyDE evaluation artifacts: /home/iataghav/SAADI_hyde/hyde_evaluations/musique_32k/hyde/contriever/top_10/musique_32k_retrieval_ablation_hyde
{
  "output_dirs": [
    "/home/iataghav/SAADI_hyde/hyde_evaluations/musique_32k/hyde/contriever/top_5/musique_32k_retrieval_ablation_hyde",
    "/home/iataghav/SAADI_hyde/hyde_evaluations/musique_32k/hyde/contriever/top_10/musique_32k_retrieval_ablation_hyde"
  ]
}
