2026-08-26 15:32:18,724 | INFO | hyde.loogle.runner | Prepared frozen musique_32k population documents=45 chunks=17102 labeled_queries=900
2026-08-26 15:32:18,770 | INFO | hyde.loogle.runner | HyDE generation progress queries=400/900 cache_hits=400
2026-08-26 15:32:18,770 | INFO | hyde.loogle.runner | HyDE generation progress queries=410/900 cache_hits=410
2026-08-26 15:32:18,770 | INFO | hyde.loogle.runner | HyDE generation progress queries=420/900 cache_hits=420
2026-08-26 15:32:18,770 | INFO | hyde.loogle.runner | HyDE generation progress queries=430/900 cache_hits=430
2026-08-26 15:32:18,770 | INFO | hyde.loogle.runner | HyDE generation progress queries=440/900 cache_hits=440
2026-08-26 15:32:18,770 | INFO | hyde.loogle.runner | HyDE generation progress queries=450/900 cache_hits=450
2026-08-26 15:32:18,770 | INFO | hyde.loogle.runner | HyDE generation progress queries=460/900 cache_hits=460
2026-08-26 15:32:18,770 | INFO | hyde.loogle.runner | HyDE generation progress queries=470/900 cache_hits=470
2026-08-26 15:32:18,770 | INFO | hyde.loogle.runner | HyDE generation progress queries=480/900 cache_hits=480
2026-08-26 15:32:18,771 | INFO | hyde.loogle.runner | HyDE generation progress queries=490/900 cache_hits=490
2026-08-26 15:32:18,771 | INFO | hyde.loogle.runner | HyDE generation progress queries=500/900 cache_hits=500
2026-08-26 15:32:18,771 | INFO | hyde.loogle.runner | HyDE generation progress queries=510/900 cache_hits=510
2026-08-26 15:32:18,771 | INFO | hyde.loogle.runner | HyDE generation progress queries=520/900 cache_hits=520
2026-08-26 15:32:18,771 | INFO | hyde.loogle.runner | HyDE generation progress queries=530/900 cache_hits=530
2026-08-26 15:32:18,771 | INFO | hyde.loogle.runner | HyDE generation progress queries=540/900 cache_hits=540
2026-08-26 15:32:18,771 | INFO | hyde.loogle.runner | HyDE generation progress queries=550/900 cache_hits=550
2026-08-26 15:32:18,771 | INFO | hyde.loogle.runner | HyDE generation progress queries=560/900 cache_hits=560
2026-08-26 15:32:18,771 | INFO | hyde.loogle.runner | HyDE generation progress queries=570/900 cache_hits=570
2026-08-26 15:32:18,771 | INFO | hyde.loogle.runner | HyDE generation progress queries=580/900 cache_hits=580
2026-08-26 15:32:18,771 | INFO | hyde.loogle.runner | HyDE generation progress queries=590/900 cache_hits=590
2026-08-26 15:32:18,771 | INFO | hyde.loogle.runner | HyDE generation progress queries=600/900 cache_hits=600
2026-08-26 15:32:18,771 | INFO | hyde.loogle.runner | HyDE generation progress queries=610/900 cache_hits=610
2026-08-26 15:32:18,772 | INFO | hyde.loogle.runner | HyDE generation progress queries=620/900 cache_hits=620
2026-08-26 15:32:18,772 | INFO | hyde.loogle.runner | HyDE generation progress queries=630/900 cache_hits=630
2026-08-26 15:32:18,772 | INFO | hyde.loogle.runner | HyDE generation progress queries=640/900 cache_hits=640
2026-08-26 15:32:18,772 | INFO | hyde.loogle.runner | HyDE generation progress queries=650/900 cache_hits=650
2026-08-26 15:32:18,772 | INFO | hyde.loogle.runner | HyDE generation progress queries=660/900 cache_hits=660
2026-08-26 15:32:18,772 | INFO | hyde.loogle.runner | HyDE generation progress queries=670/900 cache_hits=670
2026-08-26 15:32:18,772 | INFO | hyde.loogle.runner | HyDE generation progress queries=680/900 cache_hits=680
2026-08-26 15:32:18,772 | INFO | hyde.loogle.runner | HyDE generation progress queries=690/900 cache_hits=690
2026-08-26 15:32:18,772 | INFO | hyde.loogle.runner | HyDE generation progress queries=700/900 cache_hits=700
2026-08-26 15:32:18,772 | INFO | hyde.loogle.runner | HyDE generation progress queries=710/900 cache_hits=710
2026-08-26 15:32:18,772 | INFO | hyde.loogle.runner | HyDE generation progress queries=720/900 cache_hits=720
2026-08-26 15:32:18,772 | INFO | hyde.loogle.runner | HyDE generation progress queries=730/900 cache_hits=730
2026-08-26 15:32:18,773 | INFO | hyde.loogle.runner | HyDE generation progress queries=740/900 cache_hits=740
2026-08-26 15:32:18,773 | INFO | hyde.loogle.runner | HyDE generation progress queries=750/900 cache_hits=750
2026-08-26 15:32:18,773 | INFO | hyde.loogle.runner | HyDE generation progress queries=760/900 cache_hits=760
2026-08-26 15:32:18,773 | INFO | hyde.loogle.runner | HyDE generation progress queries=770/900 cache_hits=770
2026-08-26 15:32:18,773 | INFO | hyde.loogle.runner | HyDE generation progress queries=780/900 cache_hits=780
2026-08-26 15:32:18,773 | INFO | hyde.loogle.runner | HyDE generation progress queries=790/900 cache_hits=790
2026-08-26 15:32:18,773 | INFO | hyde.loogle.runner | HyDE generation progress queries=800/900 cache_hits=800
2026-08-26 15:32:18,773 | INFO | hyde.loogle.runner | HyDE generation progress queries=810/900 cache_hits=810
2026-08-26 15:32:18,773 | INFO | hyde.loogle.runner | HyDE generation progress queries=820/900 cache_hits=820
2026-08-26 15:32:18,773 | INFO | hyde.loogle.runner | HyDE generation progress queries=830/900 cache_hits=830
2026-08-26 15:32:18,773 | INFO | hyde.loogle.runner | HyDE generation progress queries=840/900 cache_hits=840
2026-08-26 15:32:18,773 | INFO | hyde.loogle.runner | HyDE generation progress queries=850/900 cache_hits=850
2026-08-26 15:32:18,773 | INFO | hyde.loogle.runner | HyDE generation progress queries=860/900 cache_hits=860
2026-08-26 15:32:18,774 | INFO | hyde.loogle.runner | HyDE generation progress queries=870/900 cache_hits=870
2026-08-26 15:32:18,774 | INFO | hyde.loogle.runner | HyDE generation progress queries=880/900 cache_hits=880
2026-08-26 15:32:18,774 | INFO | hyde.loogle.runner | HyDE generation progress queries=890/900 cache_hits=890
2026-08-26 15:32:18,774 | INFO | hyde.loogle.runner | HyDE generation progress queries=900/900 cache_hits=900
/home/iataghav/SAADI_hyde/.venv/lib/python3.12/site-packages/transformers/utils/hub.py:110: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(
2026-08-26 15:34:29,644 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=1/900
2026-08-26 15:34:30,398 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=10/900
2026-08-26 15:34:31,286 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=20/900
2026-08-26 15:34:31,940 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=30/900
2026-08-26 15:34:33,030 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=40/900
2026-08-26 15:34:33,872 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=50/900
2026-08-26 15:34:34,669 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=60/900
2026-08-26 15:34:35,490 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=70/900
2026-08-26 15:34:36,396 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=80/900
2026-08-26 15:34:37,333 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=90/900
2026-08-26 15:34:38,118 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=100/900
2026-08-26 15:34:38,747 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=110/900
2026-08-26 15:34:39,476 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=120/900
2026-08-26 15:34:40,221 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=130/900
2026-08-26 15:34:41,158 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=140/900
2026-08-26 15:34:42,058 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=150/900
2026-08-26 15:34:43,020 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=160/900
2026-08-26 15:34:43,696 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=170/900
2026-08-26 15:34:44,478 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=180/900
2026-08-26 15:34:45,375 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=190/900
2026-08-26 15:34:46,499 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=200/900
2026-08-26 15:34:47,282 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=210/900
2026-08-26 15:34:48,089 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=220/900
2026-08-26 15:34:48,695 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=230/900
2026-08-26 15:34:49,553 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=240/900
2026-08-26 15:34:50,347 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=250/900
2026-08-26 15:34:50,993 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=260/900
2026-08-26 15:34:51,811 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=270/900
2026-08-26 15:34:52,565 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=280/900
2026-08-26 15:34:53,436 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=290/900
2026-08-26 15:34:54,519 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=300/900
2026-08-26 15:34:55,177 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=310/900
2026-08-26 15:34:55,903 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=320/900
2026-08-26 15:34:56,784 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=330/900
2026-08-26 15:34:57,780 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=340/900
2026-08-26 15:34:58,810 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=350/900
2026-08-26 15:34:59,411 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=360/900
2026-08-26 15:35:00,406 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=370/900
2026-08-26 15:35:01,211 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=380/900
2026-08-26 15:35:01,745 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=390/900
2026-08-26 15:35:02,568 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=400/900
2026-08-26 15:35:03,304 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=410/900
2026-08-26 15:35:03,949 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=420/900
2026-08-26 15:35:04,975 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=430/900
2026-08-26 15:35:05,754 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=440/900
2026-08-26 15:35:06,604 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=450/900
2026-08-26 15:35:07,382 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=460/900
2026-08-26 15:35:08,313 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=470/900
2026-08-26 15:35:09,248 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=480/900
2026-08-26 15:35:10,249 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=490/900
2026-08-26 15:35:10,988 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=500/900
2026-08-26 15:35:11,969 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=510/900
2026-08-26 15:35:12,830 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=520/900
2026-08-26 15:35:13,500 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=530/900
2026-08-26 15:35:14,124 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=540/900
2026-08-26 15:35:15,275 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=550/900
2026-08-26 15:35:16,241 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=560/900
2026-08-26 15:35:17,016 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=570/900
2026-08-26 15:35:17,929 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=580/900
2026-08-26 15:35:18,731 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=590/900
2026-08-26 15:35:19,728 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=600/900
2026-08-26 15:35:20,322 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=610/900
2026-08-26 15:35:21,263 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=620/900
2026-08-26 15:35:22,089 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=630/900
2026-08-26 15:35:22,871 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=640/900
2026-08-26 15:35:23,604 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=650/900
2026-08-26 15:35:24,373 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=660/900
2026-08-26 15:35:24,939 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=670/900
2026-08-26 15:35:25,856 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=680/900
2026-08-26 15:35:26,545 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=690/900
2026-08-26 15:35:27,399 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=700/900
2026-08-26 15:35:28,210 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=710/900
2026-08-26 15:35:29,261 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=720/900
2026-08-26 15:35:30,017 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=730/900
2026-08-26 15:35:30,903 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=740/900
2026-08-26 15:35:31,622 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=750/900
2026-08-26 15:35:32,525 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=760/900
2026-08-26 15:35:33,488 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=770/900
2026-08-26 15:35:34,399 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=780/900
2026-08-26 15:35:35,192 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=790/900
2026-08-26 15:35:36,010 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=800/900
2026-08-26 15:35:36,857 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=810/900
2026-08-26 15:35:37,888 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=820/900
2026-08-26 15:35:38,664 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=830/900
2026-08-26 15:35:39,539 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=840/900
2026-08-26 15:35:40,436 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=850/900
2026-08-26 15:35:41,271 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=860/900
2026-08-26 15:35:42,072 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=870/900
2026-08-26 15:35:43,067 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=880/900
2026-08-26 15:35:43,889 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=890/900
2026-08-26 15:35:44,820 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=900/900
2026-08-26 15:35:45,481 | INFO | hyde.loogle.runner | Wrote HyDE evaluation artifacts: /home/iataghav/SAADI_hyde/hyde_evaluations/musique_32k/hyde/bge_m3/top_5/musique_32k_retrieval_ablation_hyde
2026-08-26 15:35:46,192 | INFO | hyde.loogle.runner | Wrote HyDE evaluation artifacts: /home/iataghav/SAADI_hyde/hyde_evaluations/musique_32k/hyde/bge_m3/top_10/musique_32k_retrieval_ablation_hyde
{
  "output_dirs": [
    "/home/iataghav/SAADI_hyde/hyde_evaluations/musique_32k/hyde/bge_m3/top_5/musique_32k_retrieval_ablation_hyde",
    "/home/iataghav/SAADI_hyde/hyde_evaluations/musique_32k/hyde/bge_m3/top_10/musique_32k_retrieval_ablation_hyde"
  ]
}
