2026-08-06 14:45:26,241 | INFO | hyde.loogle.runner | Prepared frozen musique_32k population documents=45 chunks=3100 labeled_queries=900
2026-08-06 14:45:26,297 | INFO | hyde.loogle.runner | HyDE generation progress queries=510/900 cache_hits=510
2026-08-06 14:45:26,297 | INFO | hyde.loogle.runner | HyDE generation progress queries=520/900 cache_hits=520
2026-08-06 14:45:26,297 | INFO | hyde.loogle.runner | HyDE generation progress queries=530/900 cache_hits=530
2026-08-06 14:45:26,297 | INFO | hyde.loogle.runner | HyDE generation progress queries=540/900 cache_hits=540
2026-08-06 14:45:26,297 | INFO | hyde.loogle.runner | HyDE generation progress queries=550/900 cache_hits=550
2026-08-06 14:45:26,297 | INFO | hyde.loogle.runner | HyDE generation progress queries=560/900 cache_hits=560
2026-08-06 14:45:26,297 | INFO | hyde.loogle.runner | HyDE generation progress queries=570/900 cache_hits=570
2026-08-06 14:45:26,297 | INFO | hyde.loogle.runner | HyDE generation progress queries=580/900 cache_hits=580
2026-08-06 14:45:26,297 | INFO | hyde.loogle.runner | HyDE generation progress queries=590/900 cache_hits=590
2026-08-06 14:45:26,297 | INFO | hyde.loogle.runner | HyDE generation progress queries=600/900 cache_hits=600
2026-08-06 14:45:26,297 | INFO | hyde.loogle.runner | HyDE generation progress queries=610/900 cache_hits=610
2026-08-06 14:45:26,297 | INFO | hyde.loogle.runner | HyDE generation progress queries=620/900 cache_hits=620
2026-08-06 14:45:26,298 | INFO | hyde.loogle.runner | HyDE generation progress queries=630/900 cache_hits=630
2026-08-06 14:45:26,298 | INFO | hyde.loogle.runner | HyDE generation progress queries=640/900 cache_hits=640
2026-08-06 14:45:26,298 | INFO | hyde.loogle.runner | HyDE generation progress queries=650/900 cache_hits=650
2026-08-06 14:45:26,298 | INFO | hyde.loogle.runner | HyDE generation progress queries=660/900 cache_hits=660
2026-08-06 14:45:26,298 | INFO | hyde.loogle.runner | HyDE generation progress queries=670/900 cache_hits=670
2026-08-06 14:45:26,298 | INFO | hyde.loogle.runner | HyDE generation progress queries=680/900 cache_hits=680
2026-08-06 14:45:26,298 | INFO | hyde.loogle.runner | HyDE generation progress queries=690/900 cache_hits=690
2026-08-06 14:45:26,298 | INFO | hyde.loogle.runner | HyDE generation progress queries=700/900 cache_hits=700
2026-08-06 14:45:26,298 | INFO | hyde.loogle.runner | HyDE generation progress queries=710/900 cache_hits=710
2026-08-06 14:45:26,298 | INFO | hyde.loogle.runner | HyDE generation progress queries=720/900 cache_hits=720
2026-08-06 14:45:26,298 | INFO | hyde.loogle.runner | HyDE generation progress queries=730/900 cache_hits=730
2026-08-06 14:45:26,298 | INFO | hyde.loogle.runner | HyDE generation progress queries=740/900 cache_hits=740
2026-08-06 14:45:26,298 | INFO | hyde.loogle.runner | HyDE generation progress queries=750/900 cache_hits=750
2026-08-06 14:45:26,298 | INFO | hyde.loogle.runner | HyDE generation progress queries=760/900 cache_hits=760
2026-08-06 14:45:26,298 | INFO | hyde.loogle.runner | HyDE generation progress queries=770/900 cache_hits=770
2026-08-06 14:45:26,298 | INFO | hyde.loogle.runner | HyDE generation progress queries=780/900 cache_hits=780
2026-08-06 14:45:26,299 | INFO | hyde.loogle.runner | HyDE generation progress queries=790/900 cache_hits=790
2026-08-06 14:45:26,299 | INFO | hyde.loogle.runner | HyDE generation progress queries=800/900 cache_hits=800
2026-08-06 14:45:26,299 | INFO | hyde.loogle.runner | HyDE generation progress queries=810/900 cache_hits=810
2026-08-06 14:45:26,299 | INFO | hyde.loogle.runner | HyDE generation progress queries=820/900 cache_hits=820
2026-08-06 14:45:26,299 | INFO | hyde.loogle.runner | HyDE generation progress queries=830/900 cache_hits=830
2026-08-06 14:45:26,299 | INFO | hyde.loogle.runner | HyDE generation progress queries=840/900 cache_hits=840
2026-08-06 14:45:26,299 | INFO | hyde.loogle.runner | HyDE generation progress queries=850/900 cache_hits=850
2026-08-06 14:45:26,299 | INFO | hyde.loogle.runner | HyDE generation progress queries=860/900 cache_hits=860
2026-08-06 14:45:26,299 | INFO | hyde.loogle.runner | HyDE generation progress queries=870/900 cache_hits=870
2026-08-06 14:45:26,299 | INFO | hyde.loogle.runner | HyDE generation progress queries=880/900 cache_hits=880
2026-08-06 14:45:26,299 | INFO | hyde.loogle.runner | HyDE generation progress queries=890/900 cache_hits=890
2026-08-06 14:45:26,299 | INFO | hyde.loogle.runner | HyDE generation progress queries=900/900 cache_hits=900
2026-08-06 14:45:30,098 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen3-Embedding-8B/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-08-06 14:45:30,098 | WARNING | huggingface_hub.utils._http | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-08-06 14:45:30,105 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen3-Embedding-8B/1d8ad4ca9b3dd8059ad90a75d4983776a23d44af/config.json "HTTP/1.1 200 OK"
2026-08-06 14:45:30,218 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen3-Embedding-8B/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-06 14:45:30,224 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen3-Embedding-8B/1d8ad4ca9b3dd8059ad90a75d4983776a23d44af/tokenizer_config.json "HTTP/1.1 200 OK"
2026-08-06 14:45:30,339 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen3-Embedding-8B/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-08-06 14:45:30,452 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen3-Embedding-8B/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-08-06 14:45:31,126 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen3-Embedding-8B "HTTP/1.1 200 OK"
2026-08-06 14:45:31,234 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen3-Embedding-8B/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-06 14:45:31,244 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen3-Embedding-8B/1d8ad4ca9b3dd8059ad90a75d4983776a23d44af/config.json "HTTP/1.1 200 OK"
Loading weights:   0%|          | 0/398 [00:00<?, ?it/s]Loading weights:   4%|▎         | 14/398 [00:00<00:02, 139.95it/s]Loading weights:  10%|▉         | 38/398 [00:00<00:01, 197.49it/s]Loading weights:  17%|█▋        | 69/398 [00:00<00:01, 248.25it/s]Loading weights:  26%|██▌       | 102/398 [00:00<00:01, 275.62it/s]Loading weights:  33%|███▎      | 130/398 [00:00<00:01, 265.26it/s]Loading weights:  40%|███▉      | 158/398 [00:00<00:00, 265.89it/s]Loading weights:  48%|████▊     | 191/398 [00:00<00:00, 283.05it/s]Loading weights:  55%|█████▌    | 220/398 [00:00<00:00, 282.80it/s]Loading weights:  63%|██████▎   | 249/398 [00:00<00:00, 280.87it/s]Loading weights:  70%|███████   | 279/398 [00:01<00:00, 283.64it/s]Loading weights:  78%|███████▊  | 311/398 [00:01<00:00, 292.03it/s]Loading weights:  86%|████████▌ | 341/398 [00:01<00:00, 292.03it/s]Loading weights:  93%|█████████▎| 371/398 [00:01<00:00, 289.38it/s]Loading weights: 100%|██████████| 398/398 [00:01<00:00, 277.40it/s]
2026-08-06 14:50:05,434 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=1/900
2026-08-06 14:50:08,330 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=10/900
2026-08-06 14:50:11,636 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=20/900
2026-08-06 14:50:14,298 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=30/900
2026-08-06 14:50:18,124 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=40/900
2026-08-06 14:50:21,131 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=50/900
2026-08-06 14:50:24,007 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=60/900
2026-08-06 14:50:27,111 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=70/900
2026-08-06 14:50:30,573 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=80/900
2026-08-06 14:50:34,104 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=90/900
2026-08-06 14:50:37,146 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=100/900
2026-08-06 14:50:39,673 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=110/900
2026-08-06 14:50:42,462 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=120/900
2026-08-06 14:50:45,407 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=130/900
2026-08-06 14:50:48,846 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=140/900
2026-08-06 14:50:52,067 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=150/900
2026-08-06 14:50:55,588 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=160/900
2026-08-06 14:50:58,137 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=170/900
2026-08-06 14:51:01,049 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=180/900
2026-08-06 14:51:04,456 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=190/900
2026-08-06 14:51:08,549 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=200/900
2026-08-06 14:51:11,511 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=210/900
2026-08-06 14:51:14,513 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=220/900
2026-08-06 14:51:16,890 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=230/900
2026-08-06 14:51:20,218 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=240/900
2026-08-06 14:51:23,248 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=250/900
2026-08-06 14:51:25,808 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=260/900
2026-08-06 14:51:28,879 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=270/900
2026-08-06 14:51:31,716 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=280/900
2026-08-06 14:51:34,934 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=290/900
2026-08-06 14:51:38,764 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=300/900
2026-08-06 14:51:41,226 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=310/900
2026-08-06 14:51:43,897 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=320/900
2026-08-06 14:51:47,310 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=330/900
2026-08-06 14:51:50,781 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=340/900
2026-08-06 14:51:54,475 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=350/900
2026-08-06 14:51:56,831 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=360/900
2026-08-06 14:52:00,403 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=370/900
2026-08-06 14:52:03,348 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=380/900
2026-08-06 14:52:05,520 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=390/900
2026-08-06 14:52:08,574 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=400/900
2026-08-06 14:52:11,459 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=410/900
2026-08-06 14:52:14,045 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=420/900
2026-08-06 14:52:17,752 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=430/900
2026-08-06 14:52:20,623 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=440/900
2026-08-06 14:52:23,749 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=450/900
2026-08-06 14:52:26,678 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=460/900
2026-08-06 14:52:30,167 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=470/900
2026-08-06 14:52:33,840 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=480/900
2026-08-06 14:52:37,300 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=490/900
2026-08-06 14:52:40,303 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=500/900
2026-08-06 14:52:43,898 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=510/900
2026-08-06 14:52:47,128 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=520/900
2026-08-06 14:52:49,670 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=530/900
2026-08-06 14:52:52,143 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=540/900
2026-08-06 14:52:55,940 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=550/900
2026-08-06 14:52:59,587 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=560/900
2026-08-06 14:53:02,618 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=570/900
2026-08-06 14:53:06,165 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=580/900
2026-08-06 14:53:09,131 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=590/900
2026-08-06 14:53:12,636 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=600/900
2026-08-06 14:53:14,936 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=610/900
2026-08-06 14:53:18,442 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=620/900
2026-08-06 14:53:21,427 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=630/900
2026-08-06 14:53:24,437 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=640/900
2026-08-06 14:53:27,243 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=650/900
2026-08-06 14:53:30,198 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=660/900
2026-08-06 14:53:32,560 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=670/900
2026-08-06 14:53:35,929 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=680/900
2026-08-06 14:53:38,695 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=690/900
2026-08-06 14:53:41,891 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=700/900
2026-08-06 14:53:44,940 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=710/900
2026-08-06 14:53:48,805 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=720/900
2026-08-06 14:53:51,561 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=730/900
2026-08-06 14:53:54,824 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=740/900
2026-08-06 14:53:57,513 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=750/900
2026-08-06 14:54:00,856 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=760/900
2026-08-06 14:54:04,367 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=770/900
2026-08-06 14:54:07,758 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=780/900
2026-08-06 14:54:10,665 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=790/900
2026-08-06 14:54:13,587 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=800/900
2026-08-06 14:54:16,758 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=810/900
2026-08-06 14:54:20,589 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=820/900
2026-08-06 14:54:23,483 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=830/900
2026-08-06 14:54:26,680 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=840/900
2026-08-06 14:54:30,082 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=850/900
2026-08-06 14:54:33,130 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=860/900
2026-08-06 14:54:36,095 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=870/900
2026-08-06 14:54:39,827 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=880/900
2026-08-06 14:54:42,910 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=890/900
2026-08-06 14:54:46,220 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=qwen queries=900/900
2026-08-06 14:54:46,847 | INFO | hyde.loogle.runner | Wrote HyDE evaluation artifacts: /home/iataghav/SAADI_hyde/hyde_evaluations/musique_32k/hyde/qwen/top_5/musique_32k_retrieval_ablation_hyde
2026-08-06 14:54:47,649 | INFO | hyde.loogle.runner | Wrote HyDE evaluation artifacts: /home/iataghav/SAADI_hyde/hyde_evaluations/musique_32k/hyde/qwen/top_10/musique_32k_retrieval_ablation_hyde
{
  "output_dirs": [
    "/home/iataghav/SAADI_hyde/hyde_evaluations/musique_32k/hyde/qwen/top_5/musique_32k_retrieval_ablation_hyde",
    "/home/iataghav/SAADI_hyde/hyde_evaluations/musique_32k/hyde/qwen/top_10/musique_32k_retrieval_ablation_hyde"
  ]
}
