2026-08-06 14:42:50,442 | INFO | hyde.loogle.runner | Prepared frozen qasper_64k population documents=23 chunks=3129 labeled_queries=1372
2026-08-06 14:42:50,520 | INFO | hyde.loogle.runner | HyDE generation progress queries=300/1372 cache_hits=300
2026-08-06 14:42:50,520 | INFO | hyde.loogle.runner | HyDE generation progress queries=310/1372 cache_hits=310
2026-08-06 14:42:50,520 | INFO | hyde.loogle.runner | HyDE generation progress queries=320/1372 cache_hits=320
2026-08-06 14:42:50,520 | INFO | hyde.loogle.runner | HyDE generation progress queries=330/1372 cache_hits=330
2026-08-06 14:42:50,520 | INFO | hyde.loogle.runner | HyDE generation progress queries=340/1372 cache_hits=340
2026-08-06 14:42:50,520 | INFO | hyde.loogle.runner | HyDE generation progress queries=350/1372 cache_hits=350
2026-08-06 14:42:50,520 | INFO | hyde.loogle.runner | HyDE generation progress queries=360/1372 cache_hits=360
2026-08-06 14:42:50,520 | INFO | hyde.loogle.runner | HyDE generation progress queries=370/1372 cache_hits=370
2026-08-06 14:42:50,520 | INFO | hyde.loogle.runner | HyDE generation progress queries=380/1372 cache_hits=380
2026-08-06 14:42:50,520 | INFO | hyde.loogle.runner | HyDE generation progress queries=390/1372 cache_hits=390
2026-08-06 14:42:50,520 | INFO | hyde.loogle.runner | HyDE generation progress queries=400/1372 cache_hits=400
2026-08-06 14:42:50,520 | INFO | hyde.loogle.runner | HyDE generation progress queries=410/1372 cache_hits=410
2026-08-06 14:42:50,520 | INFO | hyde.loogle.runner | HyDE generation progress queries=420/1372 cache_hits=420
2026-08-06 14:42:50,520 | INFO | hyde.loogle.runner | HyDE generation progress queries=430/1372 cache_hits=430
2026-08-06 14:42:50,520 | INFO | hyde.loogle.runner | HyDE generation progress queries=440/1372 cache_hits=440
2026-08-06 14:42:50,521 | INFO | hyde.loogle.runner | HyDE generation progress queries=450/1372 cache_hits=450
2026-08-06 14:42:50,521 | INFO | hyde.loogle.runner | HyDE generation progress queries=460/1372 cache_hits=460
2026-08-06 14:42:50,521 | INFO | hyde.loogle.runner | HyDE generation progress queries=470/1372 cache_hits=470
2026-08-06 14:42:50,521 | INFO | hyde.loogle.runner | HyDE generation progress queries=480/1372 cache_hits=480
2026-08-06 14:42:50,521 | INFO | hyde.loogle.runner | HyDE generation progress queries=490/1372 cache_hits=490
2026-08-06 14:42:50,521 | INFO | hyde.loogle.runner | HyDE generation progress queries=500/1372 cache_hits=500
2026-08-06 14:42:50,521 | INFO | hyde.loogle.runner | HyDE generation progress queries=510/1372 cache_hits=510
2026-08-06 14:42:50,521 | INFO | hyde.loogle.runner | HyDE generation progress queries=520/1372 cache_hits=520
2026-08-06 14:42:50,521 | INFO | hyde.loogle.runner | HyDE generation progress queries=530/1372 cache_hits=530
2026-08-06 14:42:50,521 | INFO | hyde.loogle.runner | HyDE generation progress queries=540/1372 cache_hits=540
2026-08-06 14:42:50,521 | INFO | hyde.loogle.runner | HyDE generation progress queries=550/1372 cache_hits=550
2026-08-06 14:42:50,521 | INFO | hyde.loogle.runner | HyDE generation progress queries=560/1372 cache_hits=560
2026-08-06 14:42:50,521 | INFO | hyde.loogle.runner | HyDE generation progress queries=570/1372 cache_hits=570
2026-08-06 14:42:50,521 | INFO | hyde.loogle.runner | HyDE generation progress queries=580/1372 cache_hits=580
2026-08-06 14:42:50,521 | INFO | hyde.loogle.runner | HyDE generation progress queries=590/1372 cache_hits=590
2026-08-06 14:42:50,521 | INFO | hyde.loogle.runner | HyDE generation progress queries=600/1372 cache_hits=600
2026-08-06 14:42:50,522 | INFO | hyde.loogle.runner | HyDE generation progress queries=610/1372 cache_hits=610
2026-08-06 14:42:50,522 | INFO | hyde.loogle.runner | HyDE generation progress queries=620/1372 cache_hits=620
2026-08-06 14:42:50,522 | INFO | hyde.loogle.runner | HyDE generation progress queries=630/1372 cache_hits=630
2026-08-06 14:42:50,522 | INFO | hyde.loogle.runner | HyDE generation progress queries=640/1372 cache_hits=640
2026-08-06 14:42:50,522 | INFO | hyde.loogle.runner | HyDE generation progress queries=650/1372 cache_hits=650
2026-08-06 14:42:50,522 | INFO | hyde.loogle.runner | HyDE generation progress queries=660/1372 cache_hits=660
2026-08-06 14:42:50,522 | INFO | hyde.loogle.runner | HyDE generation progress queries=670/1372 cache_hits=670
2026-08-06 14:42:50,522 | INFO | hyde.loogle.runner | HyDE generation progress queries=680/1372 cache_hits=680
2026-08-06 14:42:50,522 | INFO | hyde.loogle.runner | HyDE generation progress queries=690/1372 cache_hits=690
2026-08-06 14:42:50,522 | INFO | hyde.loogle.runner | HyDE generation progress queries=700/1372 cache_hits=700
2026-08-06 14:42:50,522 | INFO | hyde.loogle.runner | HyDE generation progress queries=710/1372 cache_hits=710
2026-08-06 14:42:50,522 | INFO | hyde.loogle.runner | HyDE generation progress queries=720/1372 cache_hits=720
2026-08-06 14:42:50,522 | INFO | hyde.loogle.runner | HyDE generation progress queries=730/1372 cache_hits=730
2026-08-06 14:42:50,522 | INFO | hyde.loogle.runner | HyDE generation progress queries=740/1372 cache_hits=740
2026-08-06 14:42:50,522 | INFO | hyde.loogle.runner | HyDE generation progress queries=750/1372 cache_hits=750
2026-08-06 14:42:50,522 | INFO | hyde.loogle.runner | HyDE generation progress queries=760/1372 cache_hits=760
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=770/1372 cache_hits=770
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=780/1372 cache_hits=780
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=790/1372 cache_hits=790
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=800/1372 cache_hits=800
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=810/1372 cache_hits=810
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=820/1372 cache_hits=820
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=830/1372 cache_hits=830
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=840/1372 cache_hits=840
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=850/1372 cache_hits=850
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=860/1372 cache_hits=860
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=870/1372 cache_hits=870
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=880/1372 cache_hits=880
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=890/1372 cache_hits=890
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=900/1372 cache_hits=900
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=910/1372 cache_hits=910
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=920/1372 cache_hits=920
2026-08-06 14:42:50,523 | INFO | hyde.loogle.runner | HyDE generation progress queries=930/1372 cache_hits=930
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=940/1372 cache_hits=940
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=950/1372 cache_hits=950
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=960/1372 cache_hits=960
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=970/1372 cache_hits=970
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=980/1372 cache_hits=980
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=990/1372 cache_hits=990
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=1000/1372 cache_hits=1000
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=1010/1372 cache_hits=1010
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=1020/1372 cache_hits=1020
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=1030/1372 cache_hits=1030
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=1040/1372 cache_hits=1040
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=1050/1372 cache_hits=1050
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=1060/1372 cache_hits=1060
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=1070/1372 cache_hits=1070
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=1080/1372 cache_hits=1080
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=1090/1372 cache_hits=1090
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=1100/1372 cache_hits=1100
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=1110/1372 cache_hits=1110
2026-08-06 14:42:50,524 | INFO | hyde.loogle.runner | HyDE generation progress queries=1120/1372 cache_hits=1120
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1130/1372 cache_hits=1130
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1140/1372 cache_hits=1140
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1150/1372 cache_hits=1150
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1160/1372 cache_hits=1160
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1170/1372 cache_hits=1170
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1180/1372 cache_hits=1180
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1190/1372 cache_hits=1190
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1200/1372 cache_hits=1200
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1210/1372 cache_hits=1210
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1220/1372 cache_hits=1220
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1230/1372 cache_hits=1230
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1240/1372 cache_hits=1240
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1250/1372 cache_hits=1250
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1260/1372 cache_hits=1260
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1270/1372 cache_hits=1270
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1280/1372 cache_hits=1280
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1290/1372 cache_hits=1290
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1300/1372 cache_hits=1300
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1310/1372 cache_hits=1310
2026-08-06 14:42:50,525 | INFO | hyde.loogle.runner | HyDE generation progress queries=1320/1372 cache_hits=1320
2026-08-06 14:42:50,526 | INFO | hyde.loogle.runner | HyDE generation progress queries=1330/1372 cache_hits=1330
2026-08-06 14:42:50,526 | INFO | hyde.loogle.runner | HyDE generation progress queries=1340/1372 cache_hits=1340
2026-08-06 14:42:50,526 | INFO | hyde.loogle.runner | HyDE generation progress queries=1350/1372 cache_hits=1350
2026-08-06 14:42:50,526 | INFO | hyde.loogle.runner | HyDE generation progress queries=1360/1372 cache_hits=1360
2026-08-06 14:42:50,526 | INFO | hyde.loogle.runner | HyDE generation progress queries=1370/1372 cache_hits=1370
2026-08-06 14:42:50,526 | INFO | hyde.loogle.runner | HyDE generation progress queries=1372/1372 cache_hits=1372
2026-08-06 14:42:54,696 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-m3/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-08-06 14:42:54,697 | WARNING | huggingface_hub.utils._http | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-08-06 14:42:54,702 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-m3/5617a9f61b028005a4858fdac845db406aefb181/config.json "HTTP/1.1 200 OK"
2026-08-06 14:42:54,815 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-m3/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-06 14:42:54,821 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-m3/5617a9f61b028005a4858fdac845db406aefb181/tokenizer_config.json "HTTP/1.1 200 OK"
2026-08-06 14:42:54,934 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/BAAI/bge-m3/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-08-06 14:42:55,045 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/BAAI/bge-m3/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-08-06 14:42:57,065 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/BAAI/bge-m3 "HTTP/1.1 200 OK"
2026-08-06 14:42:57,192 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-m3/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-06 14:42:57,198 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/BAAI/bge-m3/5617a9f61b028005a4858fdac845db406aefb181/config.json "HTTP/1.1 200 OK"
2026-08-06 14:42:57,435 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-m3/resolve/main/model.safetensors "HTTP/1.1 404 Not Found"
2026-08-06 14:42:57,551 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/BAAI/bge-m3 "HTTP/1.1 200 OK"
Loading weights:   0%|          | 0/391 [00:00<?, ?it/s]Loading weights: 100%|██████████| 391/391 [00:00<00:00, 29382.30it/s]
2026-08-06 14:42:57,686 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/BAAI/bge-m3/commits/main "HTTP/1.1 200 OK"
2026-08-06 14:42:57,822 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/BAAI/bge-m3/discussions?p=0 "HTTP/1.1 200 OK"
2026-08-06 14:42:57,956 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/BAAI/bge-m3/commits/refs%2Fpr%2F130 "HTTP/1.1 200 OK"
2026-08-06 14:42:58,071 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-m3/resolve/refs%2Fpr%2F130/model.safetensors.index.json "HTTP/1.1 404 Not Found"
2026-08-06 14:42:58,185 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/BAAI/bge-m3/resolve/refs%2Fpr%2F130/model.safetensors "HTTP/1.1 302 Found"
2026-08-06 14:45:36,578 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=1/1372
2026-08-06 14:45:37,896 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=10/1372
2026-08-06 14:45:38,810 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=20/1372
2026-08-06 14:45:39,965 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=30/1372
2026-08-06 14:45:40,985 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=40/1372
2026-08-06 14:45:42,176 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=50/1372
2026-08-06 14:45:42,949 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=60/1372
2026-08-06 14:45:43,896 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=70/1372
2026-08-06 14:45:44,847 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=80/1372
2026-08-06 14:45:45,799 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=90/1372
2026-08-06 14:45:46,909 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=100/1372
2026-08-06 14:45:47,853 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=110/1372
2026-08-06 14:45:48,591 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=120/1372
2026-08-06 14:45:49,389 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=130/1372
2026-08-06 14:45:50,125 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=140/1372
2026-08-06 14:45:50,975 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=150/1372
2026-08-06 14:45:51,861 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=160/1372
2026-08-06 14:45:52,742 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=170/1372
2026-08-06 14:45:53,930 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=180/1372
2026-08-06 14:45:54,874 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=190/1372
2026-08-06 14:45:55,702 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=200/1372
2026-08-06 14:45:56,695 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=210/1372
2026-08-06 14:45:57,410 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=220/1372
2026-08-06 14:45:58,494 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=230/1372
2026-08-06 14:45:59,397 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=240/1372
2026-08-06 14:46:00,449 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=250/1372
2026-08-06 14:46:01,357 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=260/1372
2026-08-06 14:46:02,246 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=270/1372
2026-08-06 14:46:03,076 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=280/1372
2026-08-06 14:46:03,912 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=290/1372
2026-08-06 14:46:04,758 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=300/1372
2026-08-06 14:46:05,776 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=310/1372
2026-08-06 14:46:06,987 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=320/1372
2026-08-06 14:46:07,921 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=330/1372
2026-08-06 14:46:08,847 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=340/1372
2026-08-06 14:46:09,745 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=350/1372
2026-08-06 14:46:10,791 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=360/1372
2026-08-06 14:46:11,600 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=370/1372
2026-08-06 14:46:12,452 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=380/1372
2026-08-06 14:46:13,504 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=390/1372
2026-08-06 14:46:14,495 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=400/1372
2026-08-06 14:46:15,621 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=410/1372
2026-08-06 14:46:16,956 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=420/1372
2026-08-06 14:46:17,773 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=430/1372
2026-08-06 14:46:18,579 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=440/1372
2026-08-06 14:46:19,802 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=450/1372
2026-08-06 14:46:20,604 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=460/1372
2026-08-06 14:46:21,536 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=470/1372
2026-08-06 14:46:22,594 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=480/1372
2026-08-06 14:46:23,392 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=490/1372
2026-08-06 14:46:24,450 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=500/1372
2026-08-06 14:46:25,437 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=510/1372
2026-08-06 14:46:26,354 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=520/1372
2026-08-06 14:46:27,387 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=530/1372
2026-08-06 14:46:28,338 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=540/1372
2026-08-06 14:46:29,080 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=550/1372
2026-08-06 14:46:30,115 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=560/1372
2026-08-06 14:46:31,242 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=570/1372
2026-08-06 14:46:32,270 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=580/1372
2026-08-06 14:46:33,059 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=590/1372
2026-08-06 14:46:33,998 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=600/1372
2026-08-06 14:46:34,906 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=610/1372
2026-08-06 14:46:35,659 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=620/1372
2026-08-06 14:46:36,506 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=630/1372
2026-08-06 14:46:37,416 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=640/1372
2026-08-06 14:46:38,490 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=650/1372
2026-08-06 14:46:39,367 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=660/1372
2026-08-06 14:46:40,289 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=670/1372
2026-08-06 14:46:41,346 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=680/1372
2026-08-06 14:46:42,098 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=690/1372
2026-08-06 14:46:42,927 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=700/1372
2026-08-06 14:46:44,137 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=710/1372
2026-08-06 14:46:44,883 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=720/1372
2026-08-06 14:46:45,803 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=730/1372
2026-08-06 14:46:46,696 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bge_m3 queries=740/1372
