2026-08-06 14:44:32,535 | INFO | hyde.loogle.runner | Prepared frozen musique_32k population documents=45 chunks=3100 labeled_queries=900
2026-08-06 14:44:45,878 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=490/900
2026-08-06 14:44:46,075 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=500/900
2026-08-06 14:44:46,342 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=510/900
2026-08-06 14:44:46,580 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=520/900
2026-08-06 14:44:46,771 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=530/900
2026-08-06 14:44:46,936 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=540/900
2026-08-06 14:44:47,208 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=550/900
2026-08-06 14:44:47,488 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=560/900
2026-08-06 14:44:47,704 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=570/900
2026-08-06 14:44:47,947 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=580/900
2026-08-06 14:44:48,185 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=590/900
2026-08-06 14:44:48,427 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=600/900
2026-08-06 14:44:48,592 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=610/900
2026-08-06 14:44:48,843 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=620/900
2026-08-06 14:44:49,066 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=630/900
2026-08-06 14:44:49,290 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=640/900
2026-08-06 14:44:49,491 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=650/900
2026-08-06 14:44:49,707 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=660/900
2026-08-06 14:44:49,867 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=670/900
2026-08-06 14:44:50,125 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=680/900
2026-08-06 14:44:50,314 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=690/900
2026-08-06 14:44:50,558 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=700/900
2026-08-06 14:44:50,778 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=710/900
2026-08-06 14:44:51,074 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=720/900
2026-08-06 14:44:51,285 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=730/900
2026-08-06 14:44:51,522 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=740/900
2026-08-06 14:44:51,707 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=750/900
2026-08-06 14:44:51,968 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=760/900
2026-08-06 14:44:52,215 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=770/900
2026-08-06 14:44:52,438 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=780/900
2026-08-06 14:44:52,647 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=790/900
2026-08-06 14:44:52,867 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=800/900
2026-08-06 14:44:53,073 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=810/900
2026-08-06 14:44:53,366 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=820/900
2026-08-06 14:44:53,577 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=830/900
2026-08-06 14:44:53,826 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=840/900
2026-08-06 14:44:54,056 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=850/900
2026-08-06 14:44:54,291 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=860/900
2026-08-06 14:44:54,505 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=870/900
2026-08-06 14:44:54,795 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=880/900
2026-08-06 14:44:55,014 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=890/900
2026-08-06 14:44:55,255 | INFO | hyde.loogle.runner | HyDE retrieval progress retriever=bm25 queries=900/900
2026-08-06 14:44:55,852 | INFO | hyde.loogle.runner | Wrote HyDE evaluation artifacts: /home/iataghav/SAADI_hyde/hyde_evaluations/musique_32k/hyde/bm25/top_5/musique_32k_retrieval_ablation_hyde
2026-08-06 14:44:56,616 | INFO | hyde.loogle.runner | Wrote HyDE evaluation artifacts: /home/iataghav/SAADI_hyde/hyde_evaluations/musique_32k/hyde/bm25/top_10/musique_32k_retrieval_ablation_hyde
{
  "output_dirs": [
    "/home/iataghav/SAADI_hyde/hyde_evaluations/musique_32k/hyde/bm25/top_5/musique_32k_retrieval_ablation_hyde",
    "/home/iataghav/SAADI_hyde/hyde_evaluations/musique_32k/hyde/bm25/top_10/musique_32k_retrieval_ablation_hyde"
  ]
}
